,Road_Configuration,Light_Condition
7360,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
7361,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7362,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7363,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7364,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7365,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
7366,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7367,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7368,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7369,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
7370,"TWO-WAY,NOT DIVIDED",DARK - ROADWAY NOT LIGHTED
7371,"TWO-WAY,NOT DIVIDED",DARK - ROADWAY NOT LIGHTED
7372,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
7373,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7374,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
7375,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7376,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
7377,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
7378,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
7379,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7380,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
7381,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DARK - LIGHTED ROADWAY
7382,"ONE-WAY,NOT DIVIDED",DAYLIGHT
7383,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DARK - LIGHTED ROADWAY
7384,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
7385,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7386,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7387,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DARK - LIGHTED ROADWAY
7388,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7389,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DARK - LIGHTED ROADWAY
7390,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7391,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
7392,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DUSK
7393,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7394,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7395,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7396,"TWO-WAY,NOT DIVIDED",DAWN
7397,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
7398,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DARK - LIGHTED ROADWAY
7399,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7400,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
7401,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7402,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
7403,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
7404,"TWO-WAY,NOT DIVIDED",DAWN
7405,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7406,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7407,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7408,"ONE-WAY,NOT DIVIDED",DAYLIGHT
7409,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DARK - LIGHTED ROADWAY
7410,"ONE-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
7411,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7412,"TWO-WAY,NOT DIVIDED",DARK - ROADWAY NOT LIGHTED
7413,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7414,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DUSK
7415,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7416,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7417,"ONE-WAY,NOT DIVIDED",DAYLIGHT
7418,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
7419,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7420,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7421,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
7422,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
7423,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7424,"TWO-WAY,NOT DIVIDED",DUSK
7425,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
7426,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7427,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7428,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
7429,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7430,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
7431,"ONE-WAY,NOT DIVIDED",DAYLIGHT
7432,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7433,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
7434,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7435,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7436,"TWO-WAY,NOT DIVIDED",DARK - ROADWAY NOT LIGHTED
7437,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7438,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7439,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7440,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7441,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7442,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7443,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7444,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
7445,UNKNOWN,UNKNOWN
7446,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7447,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
7448,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DARK - LIGHTED ROADWAY
7449,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
7450,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7451,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7452,"TWO-WAY,NOT DIVIDED",DARK - UNKNOWN LIGHTING
7453,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DARK - LIGHTED ROADWAY
7454,"ONE-WAY,NOT DIVIDED",DARK - ROADWAY NOT LIGHTED
7455,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7456,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
7457,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
7458,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DARK - ROADWAY NOT LIGHTED
7459,"ONE-WAY,NOT DIVIDED",DAYLIGHT
7460,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
7461,"ONE-WAY,NOT DIVIDED",DAYLIGHT
7462,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
7463,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7464,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7465,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7466,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
7467,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7468,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
7469,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7470,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7471,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
7472,"TWO-WAY,NOT DIVIDED",UNKNOWN
7473,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7474,"ONE-WAY,NOT DIVIDED",DUSK
7475,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7476,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7477,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7478,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
7479,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7480,"TWO-WAY,NOT DIVIDED",DARK - ROADWAY NOT LIGHTED
7481,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7482,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7483,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7484,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7485,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7486,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7487,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
7488,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7489,"TWO-WAY,NOT DIVIDED",DARK - UNKNOWN LIGHTING
7490,"ONE-WAY,NOT DIVIDED",DAYLIGHT
7491,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7492,"TWO-WAY,NOT DIVIDED",DUSK
7493,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
7494,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7495,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
7496,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7497,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DARK - LIGHTED ROADWAY
7498,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
7499,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7500,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7501,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7502,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7503,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - ROADWAY NOT LIGHTED
7504,"ONE-WAY,NOT DIVIDED",DAYLIGHT
7505,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
7506,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
7507,UNKNOWN,UNKNOWN
7508,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
7509,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
7510,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7511,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7512,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
7513,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7514,"ONE-WAY,NOT DIVIDED",DAYLIGHT
7515,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7516,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7517,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7518,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
7519,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7520,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7521,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7522,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7523,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7524,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7525,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7526,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7527,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7528,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7529,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
7530,UNKNOWN,DAYLIGHT
7531,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7532,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7533,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7534,"TWO-WAY,NOT DIVIDED",UNKNOWN
7535,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7536,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7537,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7538,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DARK - ROADWAY NOT LIGHTED
7539,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
7540,UNKNOWN,UNKNOWN
7541,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
7542,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DUSK
7543,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
7544,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
7545,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7546,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
7547,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
7548,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7549,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7550,UNKNOWN,UNKNOWN
7551,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7552,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7553,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
7554,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
7555,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
7556,"ONE-WAY,NOT DIVIDED",DAYLIGHT
7557,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7558,"ONE-WAY,NOT DIVIDED",DAYLIGHT
7559,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7560,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7561,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
7562,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7563,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7564,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7565,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
7566,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
7567,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
7568,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
7569,"ONE-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
7570,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
7571,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7572,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7573,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
7574,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
7575,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DUSK
7576,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7577,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DUSK
7578,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7579,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7580,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7581,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7582,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DARK - LIGHTED ROADWAY
7583,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
7584,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7585,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7586,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7587,"ONE-WAY,NOT DIVIDED",DAYLIGHT
7588,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
7589,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DUSK
7590,"TWO-WAY,NOT DIVIDED",DARK - ROADWAY NOT LIGHTED
7591,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
7592,"ONE-WAY,NOT DIVIDED",DAYLIGHT
7593,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7594,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
7595,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAWN
7596,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7597,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
7598,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7599,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7600,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7601,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7602,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7603,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7604,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7605,UNKNOWN,DAYLIGHT
7606,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
7607,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7608,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7609,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7610,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7611,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7612,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
7613,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7614,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7615,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
7616,"ONE-WAY,NOT DIVIDED",DAYLIGHT
7617,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
7618,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7619,"ONE-WAY,NOT DIVIDED",DAYLIGHT
7620,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7621,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
7622,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7623,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7624,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7625,"ONE-WAY,NOT DIVIDED",DAYLIGHT
7626,"ONE-WAY,NOT DIVIDED",DAYLIGHT
7627,"ONE-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
7628,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
7629,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
7630,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
7631,"TWO-WAY,NOT DIVIDED",DAWN
7632,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7633,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7634,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
7635,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7636,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
7637,UNKNOWN,UNKNOWN
7638,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
7639,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7640,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7641,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7642,"TWO-WAY,NOT DIVIDED",DUSK
7643,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
7644,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7645,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7646,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7647,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
7648,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7649,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7650,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7651,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
7652,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7653,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
7654,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7655,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
7656,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7657,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAWN
7658,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7659,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
7660,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
7661,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
7662,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7663,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7664,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7665,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7666,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7667,"ONE-WAY,NOT DIVIDED",DAYLIGHT
7668,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7669,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7670,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7671,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7672,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7673,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7674,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
7675,"TWO-WAY,NOT DIVIDED",DARK - UNKNOWN LIGHTING
7676,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7677,UNKNOWN,UNKNOWN
7678,"TWO-WAY,NOT DIVIDED",DARK - ROADWAY NOT LIGHTED
7679,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7680,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
7681,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7682,"TWO-WAY,NOT DIVIDED",DAWN
7683,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DARK - LIGHTED ROADWAY
7684,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7685,"ONE-WAY,NOT DIVIDED",DAYLIGHT
7686,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7687,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7688,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7689,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7690,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7691,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
7692,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7693,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7694,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7695,"TWO-WAY,NOT DIVIDED",UNKNOWN
7696,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7697,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
7698,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7699,UNKNOWN,UNKNOWN
7700,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7701,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7702,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7703,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
7704,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7705,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
7706,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7707,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7708,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7709,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7710,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
7711,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
7712,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7713,"ONE-WAY,NOT DIVIDED",DAYLIGHT
7714,"ONE-WAY,NOT DIVIDED",DAYLIGHT
7715,"TWO-WAY,NOT DIVIDED",DARK - ROADWAY NOT LIGHTED
7716,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7717,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DARK - LIGHTED ROADWAY
7718,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7719,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7720,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
7721,UNKNOWN,UNKNOWN
7722,"TWO-WAY,NOT DIVIDED",UNKNOWN
7723,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
7724,"TWO-WAY,NOT DIVIDED",DAYLIGHT
7725,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
7726,"TWO-WAY,NOT DIVIDED",DAYLIGHT
